PMID,N,SOURCE
12077008,45.0,EHB
12077009,20.0,EHB
12077201,16.75,EHB
12077202,8.0,EHB
12090812,10.0,BrainMap
12091573,6.0,BrainMap
12091578,12.0,EHB
12098493,10.0,EHB
12098499,10.0,EHB
12099909,9.0,EHB
12106378,9.0,BrainMap
12106480,6.0,BrainMap
12111339,7.0,BrainMap
12112763,16.0,BrainMap
12112764,8.0,BrainMap
12112766,13.0,BrainMap
12112767,7.0,BrainMap
12112769,12.0,EHB
12112770,14.0,BrainMap
12115241,16.0,BrainMap
12117366,11.0,BrainMap
12122033,14.0,BrainMap
12122035,23.0,BrainMap
12122177,5.4,BrainMap
12123617,12.0,EHB
12123619,60.0,EHB
12126497,10.0,BrainMap
12126506,6.0,BrainMap
12133565,12.0,BrainMap
12133585,11.0,EHB
12135962,12.0,BrainMap
12135969,23.0,EHB
12135971,11.0,BrainMap
12135974,10.0,BrainMap
12139955,11.0,BrainMap
12145327,12.0,BrainMap
12146684,11.0,BrainMap
12147314,5.0,BrainMap
12150424,38.0,BrainMap
12151286,6.0,BrainMap
12151507,12.0,EHB
12151759,10.0,BrainMap
12160754,8.0,EHB
12160755,14.0,BrainMap
12160756,19.0,BrainMap
12163553,8.0,EHB
12165350,7.0,BrainMap
12165364,17.0,EHB
12165379,12.0,BrainMap
12165380,12.0,EHB
12165401,8.0,EHB
12165478,6.0,EHB
12165479,16.0,EHB
12167262,21.0,BrainMap
12169260,32.0,BrainMap
12169262,11.0,BrainMap
12177449,21.0,BrainMap
12183352,12.0,BrainMap
12183389,12.0,EHB
12183390,11.0,BrainMap
12187466,46.0,BrainMap
12191457,13.0,BrainMap
12193197,10.0,EHB
12194878,24.0,BrainMap
12195096,20.0,BrainMap
12197012,10.0,BrainMap
12202078,6.0,BrainMap
12202083,5.0,BrainMap
12202084,6.0,BrainMap
12202096,6.0,BrainMap
12202100,7.0,BrainMap
12203685,13.142857142857142,BrainMap
12203688,148.0,EHB
12204304,6.0,EHB
12205161,16.5,BrainMap
12205165,18.0,EHB
12205170,6.0,BrainMap
12207993,7.0,BrainMap
12208009,8.0,BrainMap
12208550,11.0,EHB
12208637,7.0,BrainMap
12217968,17.0,BrainMap
12220315,8.0,EHB
12232693,8.0,BrainMap
12237210,14.0,BrainMap
12240737,18.0,BrainMap
12244080,22.0,EHB
12244209,23.0,EHB
12325392,18.0,BrainMap
12351738,16.0,EHB
12353242,14.0,BrainMap
12353244,14.0,EHB
12353246,11.0,BrainMap
12354405,10.0,BrainMap
12356445,1.0,BrainMap
12359320,6.0,BrainMap
12364527,10.0,EHB
12364845,19.0,BrainMap
12367514,22.0,EHB
12367516,15.0,EHB
12372029,21.0,EHB
12372032,9.0,EHB
12372290,9.0,BrainMap
12372291,12.5,EHB
12377133,12.0,BrainMap
12377146,9.0,BrainMap
12377151,8.0,BrainMap
12377154,11.0,BrainMap
12377158,28.0,BrainMap
12377159,6.0,BrainMap
12377160,6.0,BrainMap
12377161,11.0,BrainMap
12377169,10.0,BrainMap
12377173,6.0,BrainMap
12379600,16.0,EHB
12379601,20.0,BrainMap
12379604,10.0,EHB
12381499,81.0,EHB
12381881,9.0,BrainMap
12388609,6.0,EHB
12390981,21.0,EHB
12391312,14.0,BrainMap
12391570,28.0,EHB
12394703,8.5,BrainMap
12395388,16.0,BrainMap
12395390,8.0,BrainMap
12397138,17.0,EHB
12399015,8.0,EHB
12399143,39.0,EHB
12401549,24.0,EHB
12401562,6.0,EHB
12405975,8.0,BrainMap
12407087,17.0,BrainMap
12408855,29.0,EHB
12411216,8.5,BrainMap
12411267,8.0,BrainMap
12414261,11.0,BrainMap
12414270,23.0,BrainMap
12414271,15.0,BrainMap
12414272,8.0,BrainMap
12414279,8.727272727272727,BrainMap
12414283,10.0,BrainMap
12414292,7.5,BrainMap
12414294,10.0,BrainMap
12414300,12.0,BrainMap
12417384,40.0,EHB
12417468,10.8,BrainMap
12417678,12.0,EHB
12417679,16.0,EHB
12417766,14.0,EHB
12419130,10.0,BrainMap
12419131,9.0,BrainMap
12421659,12.0,EHB
12426034,42.0,EHB
12427580,5.4,BrainMap
12427681,15.0,BrainMap
12427682,6.0,BrainMap
12427683,73.0,EHB
12429401,6.0,EHB
12429600,7.0,EHB
12433382,15.0,EHB
12438464,174.0,EHB
12438467,11.0,EHB
12441063,9.0,EHB
12450947,14.0,BrainMap
12451150,28.0,BrainMap
12451463,17.0,BrainMap
12454910,8.0,BrainMap
12457755,20.0,EHB
12457757,11.0,BrainMap
12457760,14.0,BrainMap
12457762,8.0,EHB
12457763,20.0,BrainMap
12459213,12.0,BrainMap
12459216,50.0,EHB
12464460,20.0,EHB
12466452,22.0,EHB
12477696,57.0,EHB
12477698,52.0,EHB
12477703,12.0,EHB
12477708,28.0,EHB
12482070,8.0,BrainMap
12482085,252.5,BrainMap
12482091,10.0,BrainMap
12482094,10.0,BrainMap
12483217,9.0,BrainMap
12486175,17.0,EHB
12486176,17.0,EHB
12486265,8.736842105263158,BrainMap
12493600,11.0,EHB
12495525,11.0,BrainMap
12495526,6.0,BrainMap
12495527,15.0,BrainMap
12495634,10.0,EHB
12498743,8.0,BrainMap
12498746,8.0,BrainMap
12498752,17.666666666666668,BrainMap
12498755,14.0,BrainMap
12499856,12.0,BrainMap
12505803,5.0,BrainMap
12506194,14.0,EHB
12507442,12.0,BrainMap
12507690,8.0,EHB
12507693,5.0,EHB
12507726,18.0,EHB
12507945,18.0,BrainMap
12507947,7.0,BrainMap
12507948,15.0,EHB
12509846,14.0,BrainMap
12513941,8.0,BrainMap
12513942,15.066666666666666,BrainMap
12513946,28.0,EHB
12514228,12.0,BrainMap
12518293,8.0,BrainMap
12522194,8.0,EHB
12526781,11.25,BrainMap
12527011,30.0,EHB
12527103,12.0,EHB
12531463,18.0,EHB
12537955,9.0,EHB
12538399,11.666666666666666,BrainMap
12544830,15.0,BrainMap
12546829,13.5,EHB
12547465,22.0,EHB
12547471,11.5,BrainMap
12556576,6.0,BrainMap
12559652,10.0,BrainMap
12559653,8.0,EHB
12566282,10.0,BrainMap
12566286,20.0,BrainMap
12571116,14.0,EHB
12571120,8.0,BrainMap
12571121,8.0,BrainMap
12574475,10.0,BrainMap
12574477,10.0,BrainMap
12574485,14.0,EHB
12589883,14.0,EHB
12589885,14.0,EHB
12589886,7.0,EHB
12589891,8.0,EHB
12589893,11.0,EHB
12590842,18.0,BrainMap
12590843,8.0,BrainMap
12590844,12.0,BrainMap
12592404,60.0,BrainMap
12595178,12.0,BrainMap
12595179,22.0,BrainMap
12595181,12.0,BrainMap
12595182,13.0,EHB
12595185,13.0,EHB
12595186,8.0,EHB
12595190,22.0,EHB
12595193,12.0,EHB
12595196,10.75,BrainMap
12595197,10.0,EHB
12595200,16.0,EHB
12595201,11.0,BrainMap
12595206,12.0,BrainMap
12597867,9.0,BrainMap
12598634,7.0,EHB
12598724,7.0,BrainMap
12599272,10.0,BrainMap
12599273,12.0,BrainMap
12599275,22.5,BrainMap
12599276,10.666666666666666,BrainMap
12599277,17.0,EHB
12599278,11.0,BrainMap
12599279,6.0,BrainMap
12599280,8.0,BrainMap
12599282,18.0,BrainMap
12606841,10.0,BrainMap
12611834,17.0,BrainMap
12611944,6.0,EHB
12611986,7.0,BrainMap
12615644,25.0,EHB
12615645,26.0,EHB
12625459,12.0,BrainMap
12626765,24.0,BrainMap
12628177,16.0,EHB
12631562,8.0,BrainMap
12631567,10.0,BrainMap
12631568,13.0,EHB
12634477,6.0,BrainMap
12634489,8.0,BrainMap
12644353,10.0,EHB
12644354,11.0,BrainMap
12644355,20.0,EHB
12649315,15.0,BrainMap
12653987,9.0,BrainMap
12657700,24.0,EHB
12657890,13.0,BrainMap
12662974,10.0,EHB
12663093,10.0,EHB
12667723,8.571428571428571,BrainMap
12667837,1.0,BrainMap
12667840,15.0,EHB
12667842,10.0,BrainMap
12667843,10.0,EHB
12667848,6.0,EHB
12667849,8.0,BrainMap
12667850,8.0,BrainMap
12667851,14.0,BrainMap
12667852,7.0,EHB
12667855,18.0,EHB
12668222,15.0,EHB
12668228,12.0,EHB
12668235,9.0,EHB
12668237,14.0,EHB
12668238,8.0,EHB
12670429,12.66666667,EHB
12672539,6.0,EHB
12672965,8.0,EHB
12676061,20.0,BrainMap
12676062,12.0,BrainMap
12679294,12.0,EHB
12679295,23.0,EHB
12679298,8.0,EHB
12681347,13.0,EHB
12682281,11.0,BrainMap
12690048,14.0,BrainMap
12691791,134.0,EHB
12692460,20.0,BrainMap
12692470,5.0,BrainMap
12692476,20.0,BrainMap
12694890,90.0,EHB
12702705,16.0,EHB
12706214,17.0,EHB
12713652,13.0,EHB
12713654,22.0,EHB
12714174,6.285714285714286,BrainMap
12714175,9.0,BrainMap
12716950,12.0,EHB
12716951,10.0,BrainMap
12718865,9.0,BrainMap
12718866,18.0,BrainMap
12722972,7.0,BrainMap
12725759,17.0,BrainMap
12725760,12.0,EHB
12725761,16.0,EHB
12725766,30.0,EHB
12725767,7.0,BrainMap
12725768,12.0,EHB
12725769,19.0,EHB
12727182,16.0,EHB
12727695,10.0,BrainMap
12727696,12.0,BrainMap
12729490,24.0,BrainMap
12729869,15.0,BrainMap
12731102,10.0,BrainMap
12732667,10.0,BrainMap
12735942,7.4,BrainMap
12738340,12.4,BrainMap
12738341,10.0,BrainMap
12740408,6.0,BrainMap
12742672,8.0,EHB
12742674,7.0,BrainMap
12744947,2.8,BrainMap
12744952,18.0,EHB
12749964,18.0,EHB
12750414,8.0,BrainMap
12753960,10.0,BrainMap
12754178,6.0,BrainMap
12757885,13.0,EHB
12757906,22.0,EHB
12757912,13.0,BrainMap
12763188,11.0,EHB
12763191,14.0,EHB
12763192,11.0,EHB
12763194,8.0,EHB
12764063,46.0,EHB
12764119,16.0,BrainMap
12768535,10.0,BrainMap
12773616,16.0,EHB
12773617,8.0,EHB
12781725,18.0,EHB
12781727,7.0,EHB
12784119,8.0,EHB
12789013,24.0,EHB
12797966,12.0,EHB
12805112,33.0,EHB
12805116,24.0,EHB
12805122,6.0,BrainMap
12805308,15.0,BrainMap
12805551,19.0,BrainMap
12807408,11.0,BrainMap
12809978,12.0,EHB
12809980,8.0,EHB
12810004,7.0,EHB
12811732,11.0,BrainMap
12811733,5.0,BrainMap
12812832,10.0,BrainMap
12812834,13.0,EHB
12814380,10.0,BrainMap
12814578,16.0,BrainMap
12814579,5.0,EHB
12814580,14.0,EHB
12814583,8.0,EHB
12814585,10.0,EHB
12814586,26.0,EHB
12814589,11.0,EHB
12814861,12.0,EHB
12816895,18.0,EHB
12821095,16.0,BrainMap
12821513,150.0,EHB
12821520,86.0,EHB
12821792,9.0,BrainMap
12823480,12.0,EHB
12824463,6.0,BrainMap
12825899,11.0,BrainMap
12830347,10.0,EHB
12842285,15.0,BrainMap
12842716,6.0,EHB
12843284,12.0,EHB
12843299,32.0,EHB
12843312,10.0,BrainMap
12850551,10.0,EHB
12850560,14.0,BrainMap
12853369,10.0,BrainMap
12855357,8.0,BrainMap
12858034,12.0,BrainMap
12858037,7.0,BrainMap
12860777,15.0,BrainMap
12867520,21.0,EHB
12867532,14.0,EHB
12873392,15.0,BrainMap
12873752,9.0,BrainMap
12873805,6.0,BrainMap
12874501,12.0,BrainMap
12874776,16.0,EHB
12875920,16.0,EHB
12876150,12.0,EHB
12880781,7.625,EHB
12880783,10.0,BrainMap
12880785,452.0,EHB
12880789,1.0,EHB
12880791,52.0,EHB
12880792,16.0,EHB
12880794,12.0,BrainMap
12880796,12.0,BrainMap
12880798,16.0,EHB
12880805,12.0,EHB
12880808,13.0,BrainMap
12880813,8.0,EHB
12880816,8.0,EHB
12880818,380.0,EHB
12880819,14.0,EHB
12880821,12.0,EHB
12880825,12.0,BrainMap
12880826,9.0,EHB
12880828,12.0,EHB
12880836,7.0,EHB
12880839,24.0,BrainMap
12880840,20.0,EHB
12880846,36.0,EHB
12880892,16.0,BrainMap
12880898,12.0,BrainMap
12880904,70.0,EHB
12880907,10.0,EHB
12880911,10.0,EHB
12880912,38.0,BrainMap
12880918,32.0,EHB
12885854,8.333333333333334,BrainMap
12887982,7.285714285714286,BrainMap
12887983,8.0,BrainMap
12887991,12.0,EHB
12888543,10.0,BrainMap
12893418,9.0,BrainMap
12893421,10.0,BrainMap
12900306,8.0,BrainMap
12902031,8.0,EHB
12902389,15.0,EHB
12902398,1.0,BrainMap
12902399,12.0,BrainMap
12909719,10.0,EHB
12911764,9.333333333333334,BrainMap
12911766,11.0,BrainMap
12917383,22.0,EHB
12921768,9.5,BrainMap
12925283,9.0,BrainMap
12925284,13.0,BrainMap
12928061,30.0,BrainMap
12928105,37.0,EHB
12937084,8.0,BrainMap
12944506,26.0,BrainMap
12944513,27.0,EHB
12944524,15.0,EHB
12946085,28.0,BrainMap
12948687,7.0,EHB
12948690,9.0,EHB
12948696,13.0,BrainMap
12948697,7.0,EHB
12948698,5.0,EHB
12948699,18.0,BrainMap
12948701,17.0,BrainMap
12948705,11.0,BrainMap
12948707,10.6,BrainMap
12948709,11.0,BrainMap
12948712,11.0,EHB
12948713,11.0,EHB
12948716,24.0,EHB
12948717,13.0,EHB
12948722,36.0,BrainMap
12948727,17.0,EHB
12948738,25.0,EHB
12953303,15.0,BrainMap
12953304,18.0,BrainMap
12954871,18.0,EHB
12958082,15.0,EHB
12958209,10.0,EHB
12960369,8.0,EHB
12961051,7.0,EHB
12967919,10.0,EHB
12967923,10.0,BrainMap
12971903,17.0,EHB
12972367,12.0,BrainMap
13679404,9.0,EHB
13679414,29.0,EHB
14502075,6.0,BrainMap
14504861,18.0,EHB
14505068,8.0,BrainMap
14505331,10.0,BrainMap
14505336,8.0,BrainMap
14508634,11.0,EHB
14511532,12.0,BrainMap
14511533,10.0,BrainMap
14511835,6.0,BrainMap
14512216,8.0,BrainMap
14514494,10.0,BrainMap
14514501,8.0,BrainMap
14523078,9.0,EHB
14527539,30.0,EHB
14527565,12.0,BrainMap
14527566,20.0,EHB
14527570,30.0,EHB
14527571,12.0,BrainMap
14527572,11.0,BrainMap
14527576,10.0,BrainMap
14527577,8.0,EHB
14527579,16.0,EHB
14527589,12.0,EHB
14527590,12.0,EHB
14527592,18.0,EHB
14527594,20.0,EHB
14527595,20.0,BrainMap
14527597,12.0,EHB
14527602,34.0,EHB
14527618,10.0,EHB
14527621,11.0,BrainMap
14531584,34.0,EHB
14534252,6.0,BrainMap
14534258,80.0,EHB
14534916,36.0,EHB
14550677,6.0,BrainMap
14550681,10.0,BrainMap
14561442,10.0,BrainMap
14561452,12.0,EHB
14561459,11.0,EHB
14561934,8.0,BrainMap
14568445,10.57352941,EHB
14568446,7.0,BrainMap
14568448,24.0,EHB
14568451,11.0,EHB
14568456,12.0,EHB
14568457,8.0,EHB
14568459,43.0,EHB
14568462,13.0,BrainMap
14568463,15.0,EHB
14568464,62.0,EHB
14568470,11.0,BrainMap
14568474,16.0,EHB
14568477,12.0,EHB
14568478,27.0,BrainMap
14568482,16.0,BrainMap
14568484,6.0,EHB
14568495,6.0,EHB
14568502,6.0,BrainMap
14568503,12.0,EHB
14568504,16.0,BrainMap
14568506,9.0,BrainMap
14568509,16.0,BrainMap
14572528,21.0,BrainMap
14572916,7.0,BrainMap
14573322,17.0,EHB
14574427,12.0,EHB
14584547,13.0,BrainMap
14585491,19.0,EHB
14594739,10.0,BrainMap
14594741,13.0,BrainMap
14594746,11.8,BrainMap
14597035,11.0,BrainMap
14597297,14.0,EHB
14597300,12.0,EHB
14607167,6.0,EHB
14607172,12.0,EHB
14607785,27.0,EHB
14610126,15.0,BrainMap
14614810,9.0,BrainMap
14615072,13.0,BrainMap
14615076,12.0,EHB
14615297,9.0,BrainMap
14615298,13.0,EHB
14615300,39.0,EHB
14615301,11.0,EHB
14615423,6.0,EHB
14615433,7.0,BrainMap
14615626,7.0,BrainMap
14622239,11.0,BrainMap
14622587,14.0,EHB
14622744,11.0,BrainMap
14625149,20.0,EHB
14625150,39.0,EHB
14625454,6.0,BrainMap
14625459,12.0,BrainMap
14627638,12.0,EHB
14638592,14.0,BrainMap
14642286,14.0,EHB
14642287,14.0,BrainMap
14642463,12.0,EHB
14642464,12.0,BrainMap
14642466,10.0,BrainMap
14642467,41.0,EHB
14642468,11.0,EHB
14642473,8.0,EHB
14642475,12.0,BrainMap
14642477,12.0,EHB
14642482,17.0,EHB
14642483,16.0,EHB
14642485,12.0,EHB
14642491,16.0,EHB
14643070,12.25,BrainMap
14643071,5.0,BrainMap
14643096,30.0,EHB
14644105,10.0,BrainMap
14645385,12.0,EHB
14652104,9.0,EHB
14654457,3.0,EHB
14656307,26.0,EHB
14656503,6.0,EHB
14657368,4.0,BrainMap
14659102,16.0,EHB
14659494,12.0,BrainMap
14659496,23.0,EHB
14659499,13.0,BrainMap
14659501,12.0,EHB
14670575,5.0,BrainMap
14673803,10.0,BrainMap
14673888,1.0,EHB
14674880,17.0,BrainMap
14675800,10.0,BrainMap
14679386,10.0,BrainMap
14680768,12.0,EHB
14681333,6.0,EHB
14683698,9.0,BrainMap
14683699,21.0,BrainMap
14683700,12.0,BrainMap
14683701,8.0,EHB
14683707,12.0,EHB
14683715,11.0,EHB
14683717,9.0,BrainMap
14683720,15.0,EHB
14683721,12.0,BrainMap
14683724,1.0,EHB
14683727,10.0,EHB
14683728,11.0,BrainMap
14684855,12.0,EHB
14686911,12.0,BrainMap
14687557,13.0,BrainMap
14688411,12.0,BrainMap
14689505,12.0,EHB
14689506,10.0,BrainMap
14690803,8.0,BrainMap
14691061,12.0,EHB
14699419,5.5,EHB
14699431,56.0,EHB
14700729,7.0,BrainMap
14702248,12.0,BrainMap
14704214,26.0,EHB
14704217,24.0,EHB
14704218,17.0,EHB
14706428,36.0,EHB
14706942,13.5,BrainMap
14715131,18.0,EHB
14716015,24.0,BrainMap
14725640,14.0,EHB
14728916,5.0,EHB
14728923,12.0,BrainMap
14730305,17.0,BrainMap
14732592,34.0,EHB
14736575,10.0,EHB
14736578,12.0,EHB
14736856,8.533333333333333,BrainMap
14738289,11.0,BrainMap
14741108,21.33333333,EHB
14741110,14.0,EHB
14741309,16.0,EHB
14741317,18.0,BrainMap
14741318,14.0,BrainMap
14741637,20.0,EHB
14741642,10.0,BrainMap
14741643,14.0,EHB
14741644,7.0,EHB
14741645,6.0,BrainMap
14741647,17.0,EHB
14741648,11.0,BrainMap
14741652,12.0,BrainMap
14741655,24.0,EHB
14741658,13.0,EHB
14741659,28.0,EHB
14741668,12.0,EHB
14741670,15.0,BrainMap
14741672,14.0,EHB
14741673,12.0,Abstract
14741678,9.0,EHB
14741683,12.0,BrainMap
14742598,24.0,EHB
14743365,12.0,EHB
14744477,16.0,EHB
14745466,23.0,EHB
14749289,90.0,EHB
14754778,12.0,BrainMap
14754865,8.0,EHB
14755593,12.0,EHB
14755595,5.0,BrainMap
14755597,12.0,EHB
14755833,12.923076923076923,BrainMap
14755834,11.0,BrainMap
14755836,9.0,BrainMap
14755837,12.0,BrainMap
14755839,13.0,EHB
14757593,10.7,BrainMap
14758364,28.0,EHB
14759627,28.0,EHB
14761902,7.0,EHB
14762131,16.0,BrainMap
14762135,10.0,EHB
14766185,16.0,EHB
14872506,12.666666666666666,BrainMap
14960288,12.0,EHB
14960499,29.0,EHB
14966525,18.0,EHB
14969780,15.0,EHB
14972366,8.0,EHB
14973239,8.0,BrainMap
14976305,16.0,BrainMap
14980212,11.0,EHB
14980552,10.0,EHB
14980553,14.0,EHB
14980557,5.0,EHB
14980558,12.0,Abstract
14980560,6.0,BrainMap
14980562,15.0,BrainMap
14980564,1.0,EHB
14980565,20.0,EHB
14980569,26.0,EHB
14980573,57.0,EHB
14980575,8.0,EHB
14980576,19.0,EHB
14980577,6.0,BrainMap
14980580,12.0,EHB
14981255,28.0,BrainMap
14984424,10.0,BrainMap
14984425,10.0,EHB
14985419,12.0,BrainMap
14990241,8.0,EHB
14990520,11.470588235294118,BrainMap
14993603,34.0,EHB
15001776,12.0,BrainMap
15003178,20.0,BrainMap
15003179,7.666666667,EHB
15003765,20.0,EHB
15006042,7.0,BrainMap
15006649,11.0,EHB
15006650,14.0,BrainMap
15006651,12.0,BrainMap
15006652,22.0,BrainMap
15006656,12.0,EHB
15006657,10.0,BrainMap
15006659,28.0,EHB
15006661,13.0,EHB
15006663,12.0,EHB
15006665,12.0,BrainMap
15006669,17.0,EHB
15006672,12.0,EHB
15006673,12.5,BrainMap
15006679,12.0,BrainMap
15006681,32.0,EHB
15006682,20.0,BrainMap
15006683,13.0,EHB
15006685,18.0,EHB
15009154,7.0,EHB
15010232,10.0,EHB
15010234,10.0,EHB
15010496,10.0,BrainMap
15013826,9.727272727272727,BrainMap
15013829,6.0,BrainMap
15014103,20.0,BrainMap
15014131,17.0,EHB
15016102,16.0,EHB
15016426,18.0,EHB
15016474,5.0,BrainMap
15019708,5.0,BrainMap
15019713,6.0,BrainMap
15023577,24.0,EHB
15028641,40.0,EHB
15029467,20.0,BrainMap
15033182,87.0,EHB
15038005,7.0,EHB
15038006,20.0,BrainMap
15038007,12.0,EHB
15038009,21.0,EHB
15038994,36.0,EHB
15044548,12.0,BrainMap
15046728,15.0,EHB
15046729,15.0,BrainMap
15050549,12.0,EHB
15050550,14.0,EHB
15050551,12.0,BrainMap
15050556,24.0,BrainMap
15050559,20.0,BrainMap
15050561,15.0,EHB
15050563,9.0,EHB
15050566,12.0,EHB
15050567,12.0,EHB
15050570,22.0,EHB
15050572,13.0,EHB
15050573,8.0,BrainMap
15050577,8.0,BrainMap
15050583,11.0,EHB
15050584,14.0,EHB
15050589,21.0,EHB
15050590,11.0,EHB
15050593,10.0,BrainMap
15050601,4.0,EHB
15050602,14.0,EHB
15050725,15.0,EHB
15050863,9.0,EHB
15050866,50.0,EHB
15050867,13.0,BrainMap
15053955,14.0,EHB
15054055,8.0,EHB
15054057,28.0,EHB
15054060,12.0,EHB
15054061,14.0,EHB
15054065,19.0,BrainMap
15054067,9.0,EHB
15054068,10.0,BrainMap
15054077,9.0,EHB
15056518,17.0,BrainMap
15056686,13.0,EHB
15062860,12.0,BrainMap
15064396,9.0,EHB
15064407,10.0,EHB
15068589,26.0,BrainMap
15068910,14.0,EHB
15069021,20.0,EHB
15072671,19.0,BrainMap
15072672,10.0,BrainMap
15073516,12.0,BrainMap
15073538,12.0,BrainMap
15076740,8.0,BrainMap
15078568,12.0,EHB
15078569,12.0,BrainMap
15082152,12.0,BrainMap
15083522,12.0,BrainMap
15083527,8.0,EHB
15083528,13.0,EHB
15084488,22.0,BrainMap
15084491,14.0,EHB
15084494,21.0,EHB
15087550,12.0,BrainMap
15087631,6.0,BrainMap
15090475,18.0,EHB
15091345,12.0,EHB
15091346,12.0,EHB
15091347,9.666666667000001,EHB
15094461,14.0,BrainMap
15094802,13.0,BrainMap
15099413,5.0,BrainMap
15099600,10.0,BrainMap
15099603,10.0,BrainMap
15102894,11.0,EHB
15102910,15.0,EHB
15108303,6.0,BrainMap
15109993,20.0,EHB
15109996,10.0,EHB
15109998,8.0,BrainMap
15110005,16.0,EHB
15110006,15.0,BrainMap
15110007,12.0,BrainMap
15110011,10.0,BrainMap
15110014,8.0,EHB
15110018,12.0,BrainMap
15110019,12.0,EHB
15110020,11.0,BrainMap
15110021,10.0,EHB
15110029,12.0,BrainMap
15110032,6.0,EHB
15110039,15.0,EHB
15110735,18.0,EHB
15115734,44.0,EHB
15115738,12.0,EHB
15115748,9.0,EHB
15120536,12.0,BrainMap
15127179,20.0,EHB
15128413,7.0,EHB
15128414,10.0,EHB
15130584,6.0,EHB
15130588,8.0,BrainMap
15130591,17.0,EHB
15130592,22.0,EHB
15134646,16.0,BrainMap
15135158,9.333333333333334,BrainMap
15138439,7.0,BrainMap
15140927,14.0,BrainMap
15142955,10.0,EHB
15142959,43.0,EHB
15142962,18.0,EHB
15142963,10.0,BrainMap
15142964,25.0,EHB
15145996,25.0,EHB
15156146,12.0,EHB
15157133,10.0,BrainMap
15157428,15.0,EHB
15157701,7.0,BrainMap
15158422,34.0,EHB
15162913,1.0,BrainMap
15163610,18.0,BrainMap
15163677,14.0,BrainMap
15163682,17.0,EHB
15163693,83.0,EHB
15165351,14.0,BrainMap
15166097,24.0,EHB
15166099,9.0,EHB
15166100,18.0,EHB
15166105,15.0,EHB
15169688,14.25,BrainMap
15169855,7.5,BrainMap
15173843,10.0,BrainMap
15177789,1.0,BrainMap
15178176,10.0,EHB
15178178,14.0,EHB
15178381,16.0,EHB
15182316,13.0,BrainMap
15182319,15.0,BrainMap
15182320,8.0,EHB
15183385,6.0,BrainMap
15183386,21.0,BrainMap
15183388,8.0,EHB
15183391,9.0,EHB
15183394,15.0,EHB
15183397,19.0,EHB
15184035,8.0,BrainMap
15184037,26.0,EHB
15184236,7.0,BrainMap
15184903,10.0,BrainMap
15187809,12.0,BrainMap
15190108,10.0,EHB
15190112,10.0,EHB
15190354,14.0,BrainMap
15192010,5.0,EHB
15193581,13.0,EHB
15193582,19.0,EHB
15193590,32.0,EHB
15193595,10.0,BrainMap
15193597,7.0,EHB
15193603,12.0,EHB
15193610,11.0,BrainMap
15193611,19.0,BrainMap
15193617,15.0,EHB
15193621,10.0,EHB
15193622,9.666666666666666,BrainMap
15193624,12.0,BrainMap
15193625,19.0,BrainMap
15193626,9.0,EHB
15193632,10.0,EHB
15193939,10.0,EHB
15195287,12.0,BrainMap
15195289,24.0,EHB
15196652,13.0,EHB
15196672,4.0,EHB
15196684,10.0,EHB
15200701,18.0,BrainMap
15200705,15.0,BrainMap
15201322,11.0,BrainMap
15202106,14.0,EHB
15202110,10.0,BrainMap
15204327,7.0,BrainMap
15205869,10.666666666666666,BrainMap
15209221,10.0,BrainMap
15210952,13.0,EHB
15215213,17.0,BrainMap
15217377,11.0,EHB
15217392,14.0,EHB
15217896,10.0,EHB
15219581,11.0,BrainMap
15219584,8.0,EHB
15219587,18.0,EHB
15219589,8.0,EHB
15219590,44.0,EHB
15219596,30.0,EHB
15219600,18.0,EHB
15219606,14.0,EHB
15219608,7.0,EHB
15219713,20.0,BrainMap
15221201,34.0,EHB
15225144,10.0,BrainMap
15235232,10.0,BrainMap
15238433,20.0,EHB
15238438,11.0,EHB
15238446,3.0,EHB
15240435,32.0,EHB
15240810,12.0,BrainMap
15246450,7.0,EHB
15246451,6.0,EHB
15246452,20.0,EHB
15246453,8.0,BrainMap
15249112,13.0,EHB
15257156,10.0,BrainMap
15258587,6.8,BrainMap
15260961,8.0,BrainMap
15260962,16.0,EHB
15262325,6.0,BrainMap
15268914,10.0,BrainMap
15268916,14.0,BrainMap
15268917,15.0,BrainMap
15268921,26.0,EHB
15268927,26.0,EHB
15269107,6.0,EHB
15271588,17.0,EHB
15275902,8.0,BrainMap
15275903,12.33333333,EHB
15275904,20.0,BrainMap
15275907,40.0,EHB
15275908,12.0,EHB
15275913,12.0,EHB
15275914,21.0,BrainMap
15275915,5.0,Abstract
15275916,11.0,EHB
15275917,18.0,EHB
15275919,10.0,EHB
15275925,11.0,EHB
15275933,12.0,EHB
15275937,10.0,Abstract
15276678,9.0,BrainMap
15281140,16.0,EHB
15289277,10.272727272727273,BrainMap
15294149,32.0,EHB
15295012,15.0,EHB
15297367,14.0,EHB
15298786,10.0,BrainMap
15301611,10.0,BrainMap
15306654,16.0,BrainMap
15309395,17.0,BrainMap
15312809,7.0,BrainMap
15313521,21.0,BrainMap
15316570,9.0,EHB
15319275,8.0,BrainMap
15319311,9.0,EHB
15325349,13.0,EHB
15325350,33.0,EHB
15325352,14.0,EHB
15325353,16.0,BrainMap
15325356,11.0,EHB
15325357,10.0,BrainMap
15325360,91.0,EHB
15325367,15.0,EHB
15325368,55.0,EHB
15325369,18.0,EHB
15325374,29.0,EHB
15325385,12.0,EHB
15325387,8.0,BrainMap
